ID,first_year,last_year
ASN00058221,2004,2014
ASN00059001,1947,1986
ASN00059004,1937,1956
ASN00059007,1750,2023
ASN00059008,1938,1968
ASN00059017,1907,2014
ASN00059030,1939,2021
ASN00059040,1942,2024
ASN00059140,1750,2023
ASN00060009,1939,1968
ASN00060013,1999,2020
ASN00060023,1907,1975
ASN00060026,1907,2003
ASN00060030,1907,2005
ASN00060085,1750,2023
ASN00060139,1995,2022
ASN00060141,1750,2024
ASN00061008,1912,1965
ASN00061009,1931,1968
ASN00061029,1968,1981
ASN00061034,1858,1968
ASN00061051,1907,2019
ASN00061054,1914,2023
ASN00061055,1750,2023
ASN00061057,1938,1956
ASN00061069,1907,1991
ASN00061076,1938,1969
ASN00061078,1750,2024
ASN00061086,1907,2014
ASN00061087,1954,2013
ASN00061089,1952,2018
ASN00061223,1969,1993
ASN00061242,1973,2012
ASN00061250,1750,2024
ASN00061260,1750,2023
ASN00061273,1969,2004
ASN00061275,1969,1990
ASN00061287,1750,2023
ASN00061288,1969,2009
ASN00061351,1981,2012
ASN00061363,1750,2024
ASN00061366,1750,2023
ASN00061375,1750,2023
ASN00061388,1997,2016
ASN00061390,1998,2020
ASN00061392,1750,2023
ASN00062009,1907,1966
ASN00062013,1970,2019
ASN00062021,1907,1995
ASN00062100,1750,2023
ASN00062101,1750,2023
ASN00063004,1858,1983
ASN00063005,1909,2024
ASN00063018,1949,1968
ASN00063019,1907,1969
ASN00063021,1907,1966
ASN00063023,1943,2010
ASN00063033,1933,1975
ASN00063036,1907,1973
ASN00063039,1750,2023
ASN00063046,1938,1975
ASN00063053,1907,1993
ASN00063056,1907,1987
ASN00063058,1938,1968
ASN00063062,1938,1975
ASN00063063,1965,2022
ASN00063065,1907,1968
ASN00063077,2006,2021
ASN00063224,1912,2006
ASN00063226,1750,2023
ASN00063231,1968,2011
ASN00063254,1976,2022
ASN00063291,1750,2024
ASN00063292,1750,2023
ASN00063303,1750,2023
ASN00064008,1750,2023
ASN00064009,1750,2023
ASN00064017,1750,2023
ASN00065006,1907,1981
ASN00065012,1872,1999
ASN00065016,1873,1995
ASN00065023,1907,1975
ASN00065026,1907,2012
ASN00065034,1750,2023
ASN00065035,1946,2005
ASN00065068,1750,2023
ASN00065070,1750,2024
ASN00065091,1966,2011
ASN00065103,1750,2023
ASN00065111,1750,2023
ASN00066037,1750,2024
ASN00066059,1750,2023
ASN00066062,1859,2024
ASN00066078,1962,1982
ASN00066124,1750,2023
ASN00066131,1909,2012
ASN00066137,1750,2023
ASN00066156,1971,1995
ASN00066160,1907,1975
ASN00066193,1971,1995
ASN00066194,1750,2023
ASN00066195,1996,2011
ASN00066196,1750,2023
ASN00067019,1965,2018
ASN00067021,1907,1975
ASN00067026,1950,1975
ASN00067033,1928,2024
ASN00067035,1962,2001
ASN00067068,1967,1983
ASN00067084,1971,1989
ASN00067105,1750,2023
ASN00067108,1750,2023
ASN00067113,1750,2023
ASN00067117,1998,2014
ASN00067119,1750,2023
ASN00068005,1907,1965
ASN00068034,1907,2004
ASN00068038,1981,1999
ASN00068045,1907,1975
ASN00068052,1907,1975
ASN00068053,1950,1976
ASN00068072,1750,2024
ASN00068076,1955,2000
ASN00068081,1962,1984
ASN00068102,1965,2014
ASN00068151,1750,2024
ASN00068188,1970,2008
ASN00068192,1750,2023
ASN00068228,1750,2023
ASN00068239,1750,2023
ASN00068241,1750,2023
ASN00068242,1750,2023
ASN00068257,1750,2023
ASN00069002,1907,1994
ASN00069010,1907,1974
ASN00069017,1750,2023
ASN00069018,1750,2024
ASN00069021,1938,1977
ASN00069022,1750,2023
ASN00069049,1971,2011
ASN00069055,1966,1992
ASN00069093,1969,1998
ASN00069132,1750,2023
ASN00069134,1991,2021
ASN00069137,1750,2023
ASN00069138,1750,2023
ASN00069139,1750,2023
ASN00069147,1750,2023
ASN00069148,1750,2024
ASN00070005,1750,2023
ASN00070014,1939,2015
ASN00070015,1927,2024
ASN00070025,1916,1975
ASN00070034,1969,1990
ASN00070037,1858,1967
ASN00070067,1911,1974
ASN00070080,1750,2023
ASN00070091,1907,2011
ASN00070172,1967,1988
ASN00070206,1968,1985
ASN00070217,1750,2023
ASN00070220,1947,1969
ASN00070241,1967,1981
ASN00070258,1959,1973
ASN00070263,1750,2023
ASN00070278,1750,2023
ASN00070282,1951,1991
ASN00070310,1982,2012
ASN00070326,1930,1969
ASN00070328,1750,2023
ASN00070330,1750,2023
ASN00070339,1750,2023
ASN00070349,1750,2023
ASN00071003,1930,2012
ASN00071010,1897,1974
ASN00071032,1750,2024
ASN00071041,1750,2024
ASN00072000,1907,1994
ASN00072009,1938,1968
ASN00072013,1938,1969
ASN00072014,1938,1968
ASN00072023,1750,2023
ASN00072035,1939,1969
ASN00072043,1750,2023
ASN00072046,1951,1975
ASN00072052,1938,1970
ASN00072060,1962,1994
ASN00072091,1962,2024
ASN00072097,1970,1986
ASN00072146,1983,2007
ASN00072150,1750,2024
ASN00072151,1871,1950
ASN00072160,1750,2023
ASN00072161,1750,2023
ASN00072162,1750,2023
ASN00073007,1912,2023
ASN00073009,1894,1995
ASN00073014,1750,2023
ASN00073019,1907,1975
ASN00073032,1945,2014
ASN00073038,1934,2004
ASN00073054,1950,2014
ASN00073056,1907,1991
ASN00073118,1894,1992
ASN00073127,1913,1975
ASN00073128,1976,1995
ASN00073138,1750,2023
ASN00073141,1995,2022
ASN00073142,1750,2023
ASN00073151,1750,2023
ASN00074000,1947,1975
ASN00074009,1907,1974
ASN00074034,1907,2021
ASN00074037,1750,2023
ASN00074039,1947,1977
ASN00074062,1913,1975
ASN00074069,1949,1969
ASN00074106,1970,2021
ASN00074110,1914,1975
ASN00074114,1948,2001
ASN00074128,1858,2003
ASN00074148,1750,2023
ASN00074221,1970,2012
ASN00074258,1750,2024
ASN00075028,1915,1989
ASN00075031,1881,2014
ASN00075032,1750,2023
ASN00075039,1907,2022
ASN00075041,1750,2023
ASN00075050,1970,1991
ASN00075079,1925,1985
ASN00076026,1920,1975
ASN00076031,1750,2024
ASN00076047,1750,2023
ASN00076064,1750,2023
ASN00076077,1889,1949
ASN00077004,1898,1975
ASN00077007,1911,1983
ASN00077010,1750,2023
ASN00077035,1912,1970
ASN00077042,1899,1996
ASN00077094,1750,2023
ASN00078011,1899,1965
ASN00078015,1750,2024
ASN00078031,1897,2008
ASN00078034,1902,1971
ASN00078072,1966,2000
ASN00078077,1969,2019
ASN00078086,1915,1975
ASN00079023,1898,2012
ASN00079028,1750,2023
ASN00079040,1896,1982
ASN00079042,1903,1969
ASN00079080,1969,1998
ASN00079097,1750,2023
ASN00079099,1750,2023
ASN00079100,1750,2023
ASN00079103,1750,2023
ASN00079105,1750,2023
ASN00080002,1907,1986
ASN00080006,1899,1971
ASN00080015,1750,2023
ASN00080023,1750,2024
ASN00080043,1908,1977
ASN00080049,1940,1975
ASN00080091,1750,2023
ASN00080128,1750,2023
ASN00081003,1957,1991
ASN00081049,1750,2023
ASN00081084,1965,1996
ASN00081123,1750,2023
ASN00081124,1750,2023
ASN00081125,1750,2023
ASN00082001,1908,1986
ASN00082002,1903,2006
ASN00082011,1972,2006
ASN00082016,1909,1976
ASN00082034,1927,1969
ASN00082039,1750,2024
ASN00082042,1750,2023
ASN00082053,1901,1987
ASN00082056,1954,1968
ASN00082076,1750,2023
ASN00082100,1968,1986
ASN00082138,1750,2023
ASN00082139,1750,2023
ASN00082169,1750,2023
ASN00082170,1750,2023
ASN00083004,1938,1975
ASN00083014,1927,1970
ASN00083023,1948,1994
ASN00083024,1750,2023
ASN00083025,1879,2008
ASN00083033,1950,1969
ASN00083055,2000,2013
ASN00083067,1969,1994
ASN00083073,1910,1980
ASN00083084,1750,2023
ASN00083085,1750,2023
ASN00083090,1750,2023
ASN00084016,1750,2024
ASN00084030,1938,2011
ASN00084070,1966,2019
ASN00084080,1896,1970
ASN00084083,1965,2006
ASN00084084,1750,2023
ASN00084108,1970,1983
ASN00084142,1750,2023
ASN00084143,1750,2023
ASN00084144,1750,2023
ASN00084145,1750,2024
ASN00084150,1750,2023
ASN00085026,1942,1975
ASN00085055,1903,1975
ASN00085072,1750,2024
ASN00085079,1943,1971
ASN00085093,1962,1979
ASN00085096,1750,2024
ASN00085099,1750,2023
ASN00085103,1957,1986
ASN00085106,1951,1997
ASN00085153,1965,1992
ASN00085199,1974,1986
ASN00085240,1983,1999
ASN00085277,1981,2012
ASN00085279,1750,2023
ASN00085280,1750,2023
ASN00085291,1750,2023
ASN00085296,1750,2023
ASN00085298,1944,2024
ASN00086017,1883,1996
ASN00086033,1946,1967
ASN00086038,1750,2023
ASN00086050,1927,1990
ASN00086060,1911,1973
ASN00086068,1750,2023
ASN00086071,1855,2014
ASN00086077,1750,2023
ASN00086079,1919,1975
ASN00086082,1931,1973
ASN00086094,1942,1978
ASN00086097,1904,1978
ASN00086104,1750,2023
ASN00086116,1948,1974
ASN00086122,1937,1973
ASN00086127,1968,2018
ASN00086142,1953,2003
ASN00086147,1954,1982
ASN00086243,1968,1986
ASN00086282,1750,2024
ASN00086306,1972,1983
ASN00086351,1979,2017
ASN00086361,1750,2023
ASN00086371,1992,2018
ASN00086372,1990,2011
ASN00086373,1750,2023
ASN00086375,1990,2019
ASN00086383,1750,2023
ASN00087005,1927,1969
ASN00087021,1903,2000
ASN00087025,1903,1970
ASN00087031,1750,2024
ASN00087036,1887,1997
ASN00087038,1931,1964
ASN00087054,1898,1968
ASN00087065,1913,1980
ASN00087100,1962,1983
ASN00087113,1750,2023
ASN00087117,1970,1995
ASN00087163,1983,2011
ASN00087166,1994,2008
ASN00087168,1750,2023
ASN00088001,1910,1970
ASN00088014,1907,1966
ASN00088015,1879,1975
ASN00088019,1949,1975
ASN00088023,1750,2023
ASN00088036,1887,1966
ASN00088041,1910,1974
ASN00088043,1750,2023
ASN00088051,1750,2023
ASN00088053,1899,1970
ASN00088068,1943,1993
ASN00088109,1750,2023
ASN00088110,1750,2023
ASN00088153,1973,1984
ASN00088162,1750,2023
ASN00088164,1750,2023
ASN00089000,1899,1969
ASN00089002,1750,2023
ASN00089018,1940,1994
ASN00089085,1750,2023
ASN00089105,1992,2007
ASN00089112,2006,2023
ASN00090011,1903,1975
ASN00090014,1957,1999
ASN00090015,1750,2024
ASN00090035,1750,2023
ASN00090044,1886,1983
ASN00090048,1950,2008
ASN00090077,1897,1975
ASN00090082,1897,1983
ASN00090083,1981,2012
ASN00090103,1965,2000
ASN00090134,1965,1981
ASN00090135,1957,2011
ASN00090147,1899,1983
ASN00090148,1969,1986
ASN00090162,1863,1982
ASN00090171,1750,2023
ASN00090172,1983,2006
ASN00090173,1750,2023
ASN00090174,1983,1998
ASN00090175,1750,2023
ASN00090176,1750,2023
ASN00090180,1750,2023
ASN00090182,1750,2023
ASN00090184,1750,2024
ASN00090186,1750,2023
ASN00091009,1944,2018
ASN00091022,1965,1990
ASN00091030,1953,1993
ASN00091049,1884,1959
ASN00091057,1895,2001
ASN00091079,1971,1994
ASN00091080,1947,1990
ASN00091082,1952,1969
ASN00091091,1965,1997
ASN00091092,1962,1997
ASN00091094,1892,1976
ASN00091099,1939,1989
ASN00091104,1939,2013
ASN00091107,1750,2023
ASN00091111,1954,1975
ASN00091112,1967,1992
ASN00091116,1953,1971
ASN00091119,1962,2000
ASN00091123,1965,1987
ASN00091126,1750,2023
ASN00091186,1966,1996
ASN00091219,1750,2023
ASN00091223,1750,2023
ASN00091232,1975,1991
ASN00091237,1750,2023
ASN00091245,1985,2023
ASN00091259,1750,2023
ASN00091269,1991,2008
ASN00091284,1995,2017
ASN00091291,1750,2023
ASN00091292,1750,2023
ASN00091293,1750,2024
ASN00091306,1940,2024
ASN00091311,1750,2024
ASN00092003,1750,2023
ASN00092012,1986,2021
ASN00092019,1989,2022
ASN00092027,1968,2021
ASN00092033,1957,2000
ASN00092037,1983,2004
ASN00092038,1957,2011
ASN00092045,1750,2024
ASN00092085,1971,1989
ASN00092094,1974,2013
ASN00092114,1750,2023
ASN00092120,1750,2023
ASN00092123,1750,2023
ASN00092124,1750,2023
ASN00093014,1957,1993
ASN00093027,1965,1993
ASN00093053,1750,2023
ASN00094008,1958,2024
ASN00094010,1924,2021
ASN00094020,1750,2023
ASN00094027,1957,1987
ASN00094029,1750,2024
ASN00094041,1750,2023
ASN00094056,1923,1978
ASN00094066,1908,1967
ASN00094069,1952,2009
ASN00094087,1750,2023
ASN00094137,1971,2015
ASN00094146,1971,1992
ASN00094155,1750,2023
ASN00094157,1980,2005
ASN00094166,1991,2014
ASN00094191,1750,2023
ASN00094195,1750,2023
ASN00094198,1750,2024
ASN00094201,1997,2021
ASN00094212,1750,2023
ASN00094220,1750,2024
ASN00095001,1965,1989
ASN00095003,1750,2023
ASN00095011,1952,1992
ASN00095015,1965,1982
ASN00095018,1981,2012
ASN00095048,1750,2023
ASN00095063,1992,2020
ASN00096002,1950,1974
ASN00096003,1750,2024
ASN00096005,1926,1977
ASN00096015,1952,1987
ASN00096021,1944,1984
ASN00096033,1750,2024
ASN00096065,1985,2003
ASN00096071,1989,2019
ASN00097000,1750,2023
ASN00097014,1892,2001
ASN00097016,1908,1967
ASN00097024,1750,2023
ASN00097034,1965,1995
ASN00097047,1966,1989
ASN00097053,1970,2020
ASN00097067,1971,1991
ASN00097072,1750,2023
ASN00097073,1979,1993
ASN00097080,1750,2023
ASN00097083,1750,2023
ASN00097085,1750,2023
ASN00098001,1913,2013
ASN00098017,1750,2023
ASN00099001,1984,1998
ASN00099005,1750,2023
ASXLT009225,1859,1971
ASXLT029230,1908,1956
ASXLT054021,1956,2013
ASXLT086769,1915,1943
ASXLT113773,1933,1956
ASXLT191334,1951,1970
ASXLT209646,1841,2013
ASXLT257862,1895,1922
ASXLT263670,1917,2013
ASXLT271414,1907,1991
ASXLT285759,1907,1961
ASXLT295596,1903,1938
ASXLT414197,1961,2013
ASXLT446487,1897,1953
ASXLT488216,1914,1927
ASXLT615378,1913,1933
ASXLT661826,1907,1930
ASXLT668051,1906,1923
ASXLT718732,1907,1929
ASXLT840851,1898,1925
ASXLT851663,1905,1950
ASXLT855373,1907,1926
ASXLT873439,1907,2013
AU000005010,1767,2024
AU000005901,1855,2024
AU000006306,1842,2024
AU000011801,1777,2024
AU000015410,1886,2024
AU000016402,1837,2024
AUE00000159,1958,2000
AUE00000605,1876,2013
AUE00000606,1871,2013
AUE00000607,1865,2013
AUE00000608,1875,2013
AUE00000609,1958,2000
AUE00000611,1876,2013
AUE00002016,1973,2014
AUE00002217,1940,2014
AUE00002219,1869,2014
AUE00002220,1931,2014
AUE00002221,1906,2014
AUE00002222,1973,2014
AUE00002223,1853,2014
AUE00003305,1961,2013
AUM00011028,1893,2013
AUM00011032,1993,2013
AUM00011036,1948,2013
AUM00011144,1875,2013
AUM00011155,1930,2024
AUM00011165,1979,2013
AUM00011212,1851,2018
AUM00011231,1813,2024
AUM00011343,2001,2024
AUM00011389,2007,2024
AUXLT015783,1816,2013
AUXLT059046,1884,2013
AUXLT060861,1891,2002
AUXLT061240,1896,2008
AUXLT079416,1936,2009
AUXLT112968,1898,2013
AUXLT113392,1872,2013
AUXLT188915,1855,2013
AUXLT323361,1951,2006
AUXLT389311,1891,2013
AUXLT437696,1817,1843
AUXLT457378,1945,2009
AUXLT483644,1851,2013
AUXLT505329,1883,2013
AUXLT568150,1946,2007
AUXLT580797,1890,2013
AUXLT626283,1946,2009
AUXLT631509,1775,2015
AUXLT644088,1952,2007
AUXLT724041,1966,2009
AUXLT758053,1854,2013
AUXLT782426,1939,2015
AUXLT817372,1886,2013
AUXLT836182,1880,2013
AUXLT854545,1956,2007
AUXLT867839,1936,2009
AUXLT888784,1957,2009
AUXLT891651,1901,2013
AUXLT920873,1896,2013
AUXLT945558,1880,2013
AUXLT979272,1901,2013
AUXLT989796,1896,2013
AUXLT997618,1829,1858
AYM00088963,1945,2024
AYM00088968,1903,2024
AYM00089001,1957,2003
AYM00089002,1982,2024
AYM00089003,2008,2024
AYM00089004,1998,2024
AYM00089013,2008,2024
AYM00089022,1956,2024
AYM00089034,1956,2024
AYM00089050,1968,2024
AYM00089053,1981,2024
AYM00089054,1986,2024
AYM00089055,1971,2024
AYM00089056,1981,2024
AYM00089057,1966,2024
AYM00089058,1985,2024
AYM00089059,1966,2024
AYM00089061,1981,2024
AYM00089062,1946,2024
AYM00089063,1944,2024
AYM00089065,2003,2024
AYM00089066,1976,2024
AYM00089108,1993,2024
AYM00089251,1988,2024
AYM00089252,1986,2010
AYM00089257,1998,2024
AYM00089262,1991,2024
AYM00089266,1990,2024
AYM00089269,1992,2017
AYM00089272,1997,2024
AYM00089314,1994,2022
AYM00089324,1957,2024
AYM00089327,1992,2021
AYM00089329,1994,2024
AYM00089332,1996,2024
AYM00089345,1997,2024
AYM00089376,1997,2024
AYM00089377,1986,2024
AYM00089504,1994,2024
AYM00089507,2007,2022
AYM00089512,1961,2024
AYM00089514,1995,2024
AYM00089532,1957,2024
AYM00089542,1963,2024
AYM00089564,1954,2024
AYM00089571,1957,2024
AYM00089573,1989,2024
AYM00089574,1988,2024
AYM00089577,1996,2024
AYM00089578,2005,2023
AYM00089592,1956,2024
AYM00089606,1958,2024
AYM00089611,1957,2024
AYM00089625,2007,2024
AYM00089642,1950,2024
AYM00089657,1971,2017
AYM00089661,2001,2024
AYM00089662,1987,2024
AYM00089664,1956,2024
AYM00089666,2000,2024
AYM00089667,1990,2020
AYM00089734,1995,2024
AYM00089744,1997,2024
AYM00089767,2001,2024
AYM00089768,1991,2024
AYM00089769,1991,2024
AYM00089799,1993,2024
AYM00089811,1993,2024
AYM00089828,1990,2024
AYM00089832,1980,2024
AYM00089834,1984,2024
AYM00089864,1984,2024
AYM00089868,1986,2024
AYM00089869,1984,2024
AYM00089872,1990,2024
AYM00089873,1986,2024
AYM00089879,1994,2024
AYW00068201,1957,1988
AYW00087602,1958,2024
AYW00090001,1957,2024
AYXLT036763,1944,1967
AYXLT068358,1986,2004
AYXLT096289,1951,1983
AYXLT139919,1984,1995
AYXLT157724,1974,2014
AYXLT276695,1955,1979
AYXLT290165,1950,2011
AYXLT303433,1999,2011
AYXLT334272,1994,2014
AYXLT433578,1972,2014
AYXLT482067,1947,1995
AYXLT504397,1969,2013
AYXLT545053,1962,1987
AYXLT546296,1968,1977
AYXLT606419,1957,1975
AYXLT687815,1984,2012
AYXLT825242,1992,2010
AYXLT885346,1963,2013
AYXLT975160,1995,2012
BA000041150,1902,2024
BB000078954,1943,2023
BBXLT302406,1878,1889
BBXLT311247,1853,1960
BBXLT686515,1941,1980
BBXLT904335,1853,1886
BC000068026,1960,1990
BC000068032,1921,2024
BC000068226,1959,1990
BC000068328,1959,2008
BC004612080,2008,2024
BC005847300,1926,1997
BC007137570,1961,1990
BC008382520,1961,2024
BC008948490,1926,2024
BC012192590,1985,2024
BCM00068030,1998,2022
BDM00078016,1931,2024
BDW00013602,1945,1991
BDXLT369737,1866,1953
BE000006447,1794,2024
BE000006470,1973,1992
BEE00000934,1953,2014
BEE00000935,1953,2014
BEE00000937,1953,2011
BEE00000938,1953,2014
BEE00000940,1953,2014
BEE00000943,1953,2013
BEE00000944,1953,2014
BEE00000945,1965,2011
BEE00000949,1953,2007
BEE00000950,1953,2014
BEE00000952,1973,2014
BEE00000954,1986,2014
BEE00002178,1957,2014
BEE00002179,1953,2014
BEE00004565,1948,1992
BEM00006428,1990,2013
BEM00006449,1981,2013
BEM00006451,1973,2013
BF000078073,1855,2024
BFM00078062,1966,1990
BFXLT399465,1951,1980
BFXLT562419,1852,1949
BGM00041859,1957,2024
BGM00041883,1936,2024
BGM00041891,1944,2024
BGM00041895,1954,1980
BGM00041907,1962,2024
BGM00041923,1945,2024
BGM00041936,1931,2024
BGM00041943,2001,2024
BGM00041950,1891,2024
BGM00041978,1949,2024
BGM00041992,1931,2024
BGXLT044648,1932,1987
BGXLT082992,1931,1989
BGXLT275724,1955,1970
BGXLT303710,1931,1989
BGXLT396425,1932,1988
BGXLT407536,1951,1968
BGXLT428269,1933,1968
BGXLT435877,1931,1970
BGXLT440631,1931,1981
BGXLT525000,1931,1987
BGXLT569532,1931,1968
BGXLT792072,1931,1988
BGXLT823344,1875,1989
BGXLT840267,1891,1988
BGXLT964217,1956,2015
BGXLT967140,1957,1987
BH070350100,1971,1980
BH070356550,1971,1980
BHM00078583,1961,2024
BHXLT326047,1863,1970
BHXLT644860,1935,1966
BHXLT863874,1959,1990
BHXLT875546,1933,1970
BHXLT940050,1933,1970
BKE00008556,1960,2013
BKE00008559,1951,2014
BKM00014542,1952,2024
BKM00014557,1880,2024
BKM00014648,1880,2024
BKM00014652,1897,2024
BKM00014654,1880,2024
BKM00014657,2008,2024
BKXLT167679,1936,2013
BKXLT219790,1895,2015
BKXLT994574,1892,2010
BL000085041,1961,2024
BL000085043,1951,2024
BL000085114,1971,2022
BL000085141,1951,2024
BL000085223,1942,2024
BL000085230,1944,2007
BL000085364,1943,2024
BL000085365,1914,2023
BLM00085104,1951,2022
BLM00085109,1988,2022
BLM00085123,1987,2024
BLM00085139,2009,2022
BLM00085140,1971,2022
BLM00085151,1942,2022
BLM00085152,1974,2022
BLM00085153,1978,2020
BLM00085154,1951,2024
BLM00085175,1988,2022
BLM00085195,1996,2024
BLM00085196,1949,2024
BLM00085201,1918,2024
BLM00085207,1951,2024
BLM00085210,1994,2022
BLM00085242,1958,2024
BLM00085244,1984,2024
BLM00085245,1958,2024
BLM00085247,1951,2022
BLM00085264,1996,2022
BLM00085268,1951,2022
BLM00085283,1973,2016
BLM00085289,1987,2023
BLM00085293,1978,2022
BLM00085315,1951,2024
BLM00085345,1990,2022
BLXLT084013,1943,2013
BLXLT137270,1942,1964
BLXLT166990,1898,1964
BLXLT184792,1944,1959
BLXLT223477,1971,2015
BLXLT281361,1942,1962
BLXLT415669,1942,1958
BLXLT442200,1949,2015
BLXLT497895,1942,1958
BLXLT579947,1951,2007
BLXLT596000,1942,1964
BLXLT611492,1913,2015
BLXLT656985,1942,2015
BLXLT709981,1971,2013
BLXLT742387,1943,1964
BLXLT746943,1942,1964
BLXLT815315,1943,1960
BLXLT849839,1942,2015
BLXLT852122,1942,1960
BLXLT857862,1918,2013
BLXLT961119,1980,2013
BMM00048008,1944,2024
BMM00048042,1887,2024
BMM00048053,1961,2013
BMM00048062,1945,2024
BMM00048078,1961,1970
BMM00048080,1961,1970
BMM00048088,1961,1970
BMM00048095,1961,1970
BMM00048097,1949,2024
BMM00048103,1953,1970
BMM00048110,1931,1970
BMM00048112,1951,2024
BMXLT141324,1891,1970
BMXLT232936,1878,1940
BMXLT414882,1887,1940
BMXLT610601,1875,1948
BMXLT836073,1876,2013
BN000005306,1941,2013
BN000005319,1945,2024
BN000005331,1941,1978
BN000005335,1945,2013
BN000005344,1941,2024
BN000065306,1941,2024
BN000065335,1971,2024
BNM00065330,1965,2024
BNM00065338,1973,2024
BOM00026554,1960,2024
BOM00026566,1977,2009
BOM00026643,1969,2024
BOM00026645,1964,2024
BOM00026653,1969,2024
BOM00026657,1969,2024
BOM00026659,1960,2024
BOM00026666,1955,2024
BOM00026668,1969,2013
BOM00026701,1959,2019
BOM00026706,1959,2019
BOM00026736,1969,2009
BOM00026745,1969,2009
BOM00026748,1990,2009
BOM00026759,1960,2024
BOM00026763,1960,2024
BOM00026774,1969,2024
BOM00026825,1957,2021
BOM00026832,1960,2024
BOM00026836,1969,2016
BOM00026846,1990,2009
BOM00026850,1891,2024
BOM00026853,1969,2024
BOM00026855,1969,2024
BOM00026863,1960,2019
BOM00026864,1969,2024
BOM00026878,1969,2024
BOM00026887,1969,2024
BOM00026923,1969,2016
BOM00026929,1969,2009
BOM00026938,1977,2016
BOM00026941,1955,2024
BOM00026947,1969,2009
BOM00026950,1990,2009
BOM00026951,1964,2024
BOM00026961,1955,2024
BOM00026966,1969,2024
BOM00026974,1969,2009
BOM00033001,1977,2009
BOM00033008,1888,2024
BOM00033015,1990,2009
BOM00033019,1949,2024
BOM00033027,1950,2024
BOM00033036,1960,2024
BOM00033038,1881,2024
BOM00033041,1955,2024
BOM00033105,1957,2009
BOM00033124,1969,2024
BOXLT283877,1981,2013
BOXLT608228,1981,2015
BOXLT674460,1996,2013
BOXLT711742,1981,2013
BOXLT897372,1981,2015
BP000091503,1943,2024
BP000091517,1950,2024
BPW00080601,1943,2024
BPXLT036216,1970,1986
BPXLT091019,1910,1941
BPXLT134712,1965,1986
BPXLT603656,1962,1986
BPXLT744568,1951,2000
BR000082400,1941,2024
BR000082704,1961,2024
BR000082861,1961,2021
BR000083361,1901,2024
BR000083743,1871,2012
BR000152000,1967,2012
BR000249000,1970,2012
BR000254000,1973,2024
BR000352000,1961,2024
BR000945011,1976,2005
BR000956000,1989,2024
BR001036026,1964,2012
BR001065002,1973,2011
BR001138014,1961,2012
BR001140016,1931,2020
BR001452000,1973,2012
BR001538000,1977,2009
BR001543013,1977,2012
BR001548003,1977,1999
BR001657003,1961,2012
BR001746006,1961,2017
BR001746008,1973,2012
BR001748003,1978,2012
BR001844000,1961,2012
BR001848001,1991,2024
BR001941020,1972,2011
BR001943002,1961,2012
BR001943012,1973,2024
BR001944016,1961,2012
BR001946002,1965,2024
BR001957002,1949,2024
BR002047016,1961,2024
BR002048102,1961,2012
